0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,idx,pca_x,pca_y
0,1.2200143,1.0718602,0,1.077155,0.016680554,0,0.22018926,0,0,0.11206672,0,0.41283807,0.31004116,0.9039092,0.6397907,0,0.6938269123450840,-0.0854222454999398
0,0.44940808,0.13296255,0,1.1503657,0.022519546,0,0,0,0,0,0,0.50277126,0.5799719,0.14128388,0.73364127,1,-0.7917505971211990,-0.06372407563603190
0,0.39859772,0.014357826,0,1.1520327,0.020231571,0,0,0,0,0,0,0.4995641,0.58572906,0.029163897,0.7572451,2,-0.9505500748183330,-0.0820161883051124
0,1.4777149,1.403426,0,1.0912269,0.0138426535,0,0.3854107,0,0,0.21098965,0,0.40664175,0.26300976,1.1610537,0.6587009,3,1.2121563102207100,0.019168559056434800
0,0.4005058,0.029396415,0,1.0951542,0.025009012,0,0,0,0,0,0,0.49206126,0.56745625,0.047147132,0.72052187,4,-0.9240990615770620,-0.11036026715595600
0,0.7717668,0.6034331,0,1.1946887,0.037572924,0,0.109381355,0,0,0.06219426,0,0.5242464,0.5974122,0.5096884,0.7889298,5,-0.1274475380280330,0.10620986103546000
0,0.9341972,0.6675456,0,1.0676312,0.016438155,0,0.058069628,0,0,0.023610152,0,0.41118586,0.35193896,0.5875896,0.6208956,6,0.0887884174413672,-0.2090237246944750
0,1.0323967,0.8637272,0,1.0879555,0.017184643,0,0.23015925,0,0,0.12317119,0,0.44625196,0.3899919,0.72236663,0.67896765,7,0.3581190941816730,-0.023435224444150500
0,0.1796788,0,0,1.1816322,0.035791177,0,0,0,0,0,0,0.60278773,0.7961607,0,0.8323984,8,-1.140180103955230,0.1697073528046910
0,1.2900705,1.1682447,0,1.07232,0.016680554,0,0.30370173,0,0,0.1656086,0,0.41633385,0.31209582,0.9792258,0.6587824,9,0.8473572323260400,-0.018956672147554800
0,1.1747483,0.95911455,0,1.1048061,0.015471204,0,0.16796467,0,0,0.08640634,0,0.40078092,0.2987753,0.8282943,0.6276717,10,0.5529272785666350,-0.14772053655698700
0,1.2989628,1.1313906,0,1.1285354,0.013150516,0,0.25799054,0,0,0.14162332,0,0.41762123,0.31633538,0.9393242,0.6868343,11,0.7949010961126820,-0.03944298697037490
0,1.1857978,1.070011,0,1.131997,0.02484454,0,0.3487188,0,0,0.19516324,0,0.45709696,0.40407115,0.8855295,0.72057825,12,0.6709916914188240,0.09972509938237170
0,0.23042081,0.012593591,0,1.1968999,0.043763377,0,0,0,0,0,0,0.59514976,0.7911614,0.020136923,0.83624065,13,-1.094618536730800,0.15842193587625900
0,1.4582855,1.3738036,0,1.0944515,0.0138426535,0,0.32842883,0,0,0.1777884,0,0.406622,0.26977417,1.1387173,0.6578746,14,1.1574463092034800,-0.011209041223760100
0,1.1838368,1.0689806,0,1.1293381,0.023910044,0,0.3481723,0,0,0.19459029,0,0.46028787,0.40917805,0.8830906,0.7240416,15,0.6666820649829080,0.10429485770271200
0,0.21424545,0,0,1.1038918,0.026962183,0,0,0,0,0,0,0.56299555,0.71002895,0.009205236,0.7580915,16,-1.0930125025483400,0.05809722335950760
0,1.1797534,0.9937897,0,1.1072202,0.016680554,0,0.1937541,0,0,0.09983155,0,0.41702104,0.3274901,0.8407069,0.66191685,17,0.5810785397853640,-0.09058982067583290
0,0.41168162,0.051875148,0,1.1525692,0.021813026,0,0,0,0,0,0,0.49675295,0.58050627,0.05969147,0.7518271,18,-0.9036642963848290,-0.07829061773856330
0,1.1677991,1.0192051,0,1.0814754,0.017400146,0,0.27686146,0,0,0.15051618,0,0.4323051,0.35174635,0.8537218,0.67415875,19,0.6115795777822910,-0.013892201260498700
0,0.6516631,0.4205096,0,1.1053518,0.03150771,0,0.027720459,0,0,0.006206876,0,0.48491415,0.52735656,0.3692988,0.70686114,20,-0.3732204782146840,-0.06335762569175250
0,1.1726166,0.99106735,0,1.0988158,0.016680554,0,0.2680027,0,0,0.1431646,0,0.42807287,0.34449548,0.83098334,0.67694956,21,0.5840021232108130,-0.03309272184821300
0,1.5938228,1.535456,0,1.0923471,0.011435238,0,0.43260354,0,0,0.23926042,0,0.3936508,0.2236093,1.2739763,0.64765465,22,1.4321130475879700,0.02502310879079270
0,1.9286757,2.0017614,0,1.0877433,0.009741124,0,0.6820248,0,0,0.38396195,0,0.3988516,0.19276227,1.6318107,0.6831058,23,2.1409011778727100,0.2138526782574050
0,1.174325,0.99668056,0,1.0967333,0.016680554,0,0.2707756,0,0,0.14490727,0,0.42852837,0.34428543,0.83514977,0.6761151,24,0.5912517461317110,-0.030713442012542300
0,0.16651756,0,0,1.1249541,0.04386242,0,0,0,0,0,0,0.5920752,0.78665996,0,0.80120564,25,-1.1418166432888400,0.14638095770732300
0,1.603355,1.5641856,0,1.0840826,0.011435238,0,0.452123,0,0,0.25112462,0,0.39848042,0.23151176,1.2889371,0.65465087,26,1.4652194682095400,0.04946168022909130
0,1.2028542,1.0247132,0,1.0949891,0.016680554,0,0.27354744,0,0,0.14666769,0,0.4248195,0.33396333,0.8621346,0.67239404,27,0.6403342987973700,-0.036350378817460300
0,0.7110828,0.49770305,0,1.1754386,0.036093447,0,0.06574062,0,0,0.030035185,0,0.5134575,0.58054656,0.4281435,0.7716516,28,-0.27189096532871400,0.04015666110095280
0,1.58065,1.5118222,0,1.094279,0.011435238,0,0.42134202,0,0,0.2318875,0,0.3951659,0.22711569,1.2559309,0.64940894,29,1.3977992757121000,0.018031525402310200
0,1.2208347,1.1483428,0,1.1257861,0.02581595,0,0.3193141,0,0,0.17383936,0,0.46010065,0.40446377,0.9506142,0.7077685,30,0.7638572615792570,0.09674349616442840
0,0.37151858,0.18081062,0,1.1654271,0.047170345,0,0.00006667463,0,0,0,0,0.562551,0.72187847,0.16171089,0.789042,31,-0.8265947402017040,0.1033064354798060
0,0.8314395,0.6861409,0,1.1223884,0.023134524,0,0.18412192,0,0,0.09706042,0,0.49588984,0.5035548,0.57318497,0.72311616,32,0.028619534178970400,0.05479450167247740
0,0.89273536,0.64632046,0,1.0903617,0.021813026,0,0.039604124,0,0,0.008594137,0,0.4306183,0.39155394,0.5694951,0.6429077,33,0.02950194995471020,-0.17345658981216000
0,1.0982519,0.9214071,0,1.1052728,0.016680554,0,0.24910612,0,0,0.13131703,0,0.4413654,0.37926325,0.7701685,0.6975331,34,0.4578726329253790,-0.012673262267321600
0,0.9394029,0.66821724,0,1.092158,0.01878645,0,0.057509128,0,0,0.021289239,0,0.42003617,0.37231374,0.5934418,0.6405412,35,0.08863158504102540,-0.18490214243445500
0,0.8541522,0.5673973,0,1.0609448,0.016680554,0,0,0,0,0,0,0.40448308,0.34984815,0.5114455,0.5982054,36,-0.06453602238465480,-0.260376141346205
0,0.89664394,0.66207683,0,1.062706,0.018904617,0,0.04258933,0,0,0.012762457,0,0.42031863,0.36735904,0.5772938,0.620948,37,0.05313405421000420,-0.19709411790845200
0,0.4166056,0.086046286,0,1.1479855,0.019672321,0,0,0,0,0,0,0.50388306,0.5848119,0.09400592,0.7410443,38,-0.863203460683517,-0.06632579325962870
0,0.85709584,0.569523,0,1.1078472,0.020231571,0,0.012104406,0,0,0,0,0.42338377,0.3876378,0.511982,0.6378267,39,-0.07059525301632470,-0.2064334322445230
0,1.1466067,0.9614956,0,1.1023221,0.016680554,0,0.26170883,0,0,0.13929895,0,0.43193,0.35553336,0.80720985,0.682311,40,0.5358142690380800,-0.028812603577479100
0,0.21395463,0,0,1.1925051,0.04415611,0,0,0,0,0,0,0.59794325,0.79670787,0,0.85179096,41,-1.1231619613338200,0.16672922717473200
0,1.4947189,1.4266163,0,1.0855454,0.014924702,0,0.45219493,0,0,0.25017822,0,0.4085905,0.26413602,1.1862621,0.65928125,42,1.263905679622660,0.05931309945768970
0,1.2200143,1.0718602,0,1.077155,0.016680554,0,0.22018926,0,0,0.11206672,0,0.41283807,0.31004116,0.9039092,0.6397907,43,0.6938269123450840,-0.0854222454999398
0,0.18007527,0,0,1.1050302,0.04726157,0,0,0,0,0,0,0.5795091,0.76146334,0,0.79341793,44,-1.1283231041032100,0.1175868636219090
0,1.603355,1.5641856,0,1.0840826,0.011435238,0,0.452123,0,0,0.25112462,0,0.3984804,0.23151176,1.2889371,0.65465087,45,1.4652194694407400,0.04946167409027030
0,1.1794448,1.0417858,0,1.1304237,0.025779037,0,0.30731803,0,0,0.16384727,0,0.4583892,0.4085785,0.87609977,0.7192044,46,0.6340622200902440,0.07208321470675760
0,1.2002306,1.0390226,0,1.0820683,0.016680554,0,0.20143414,0,0,0.10099978,0,0.4133855,0.3132952,0.87933457,0.6400316,47,0.6454289633378060,-0.09795447028242030
0,0.24077086,0,0,1.2079219,0.028356934,0,0,0,0,0,0,0.5880569,0.75023496,0,0.83982515,48,-1.0993521853597600,0.12404765142177000
0,0.557581,0.2412642,0,1.1625218,0.03287631,0,0,0,0,0,0,0.4894703,0.5608214,0.23433894,0.7285612,49,-0.616420122133449,-0.07256216084553790
0,1.3401291,1.256041,0,1.1227529,0.020231571,0,0.36253527,0,0,0.2012822,0,0.43954423,0.3496143,1.035312,0.7059583,50,0.9584337379734240,0.08064979303654760
0,1.3577396,1.2960126,0,1.117566,0.020231571,0,0.369199,0,0,0.20497373,0,0.44211358,0.3496707,1.0701959,0.7001006,51,1.011861840210520,0.09150934094424160
0,0.9586362,0.81147826,0,1.1222887,0.029849406,0,0.22288443,0,0,0.117494196,0,0.4809237,0.47825217,0.6789671,0.73153216,52,0.24087735090572000,0.0645869691348986
0,0.4923582,0.002349786,0,1.2177362,0.014924707,0,0,0,0,0,0,0.48173317,0.54914916,0.0087779425,0.7772549,53,-0.9133178411896350,-0.1285296762881000
0,0.96541744,0.7205709,0,1.0879736,0.01878645,0,0.08688237,0,0,0.03995409,0,0.41864088,0.3648189,0.631741,0.6395453,54,0.16283176345001000,-0.16458702357782300
0,0.3428709,0.017615747,0,1.200972,0.016680554,0,0,0,0,0,0,0.54347265,0.6471799,0.026794152,0.7992961,55,-0.9966679554976370,0.008007853215729790
0,0.47805914,0.26456943,0,1.1419916,0.039530914,0,0.0059803226,0,0,0,0,0.5284915,0.6389687,0.23302801,0.7567357,56,-0.6616352795148290,0.02726840520727940
0,1.4748621,1.3580629,0,1.1063541,0.010520419,0,0.40088543,0,0,0.22310187,0,0.40737966,0.2663621,1.1219528,0.67886513,57,1.1648665125533800,0.023524160843670100
0,1.592518,1.5325894,0,1.0928918,0.011435238,0,0.4306507,0,0,0.23776224,0,0.3940242,0.225506,1.2719985,0.64863807,58,1.427714872941500,0.025011327674079600
0,0.4131589,0.15906267,0,1.1751976,0.04261002,0,0.0008360751,0,0,0,0,0.5455887,0.6845158,0.1485716,0.7856233,59,-0.8165042573376510,0.05533796916571690
0,1.1278043,0.9452005,0,1.1070393,0.016680554,0,0.25613427,0,0,0.13576758,0,0.43493816,0.36497462,0.7885895,0.68929005,60,0.5026348551339860,-0.022811809524120600
0,0.2564165,0,0,1.0854572,0.025779039,0,0,0,0,0,0,0.5401545,0.65964216,0,0.7668124,61,-1.0645373418156000,0.006379078421980730
0,0.18522756,0,0,1.1455202,0.050301272,0,0,0,0,0,0,0.5854474,0.7828375,0,0.80086094,62,-1.1313405690467000,0.13939809885532700
0,0.9143537,0.71699494,0,1.1403387,0.028356934,0,0.15013245,0,0,0.07586143,0,0.47512215,0.47718364,0.606622,0.73359025,63,0.10536825249547100,0.00701915996198205
0,0.60879254,0.354992,0,1.1483133,0.034161244,0,0.0010928437,0,0,0,0,0.49530566,0.55930984,0.3281861,0.7168118,64,-0.47068762741162300,-0.051804185652793100
0,0.7560923,0.4730733,0,1.0869476,0.01772309,0,0.031185517,0,0,0.006982736,0,0.4444478,0.4281947,0.41546112,0.6695218,65,-0.23809577199198600,-0.1640721762760100
0,1.4134011,1.321642,0,1.0993592,0.012783267,0,0.3705452,0,0,0.20322518,0,0.4151103,0.28676122,1.0958409,0.6706199,66,1.0855298883673700,0.024301181506366800
0,1.603355,1.5641857,0,1.0840826,0.011435238,0,0.452123,0,0,0.25112462,0,0.3984804,0.23151176,1.2889372,0.65465087,67,1.465219581664520,0.049461712383330300
0,0.93070984,0.7499625,0,1.1358317,0.02876736,0,0.1546216,0,0,0.07997654,0,0.47493303,0.47294858,0.6326329,0.7262133,68,0.1500024159359400,0.010700893095695800
0,0.3194715,0,0,1.1791464,0.022799429,0,0,0,0,0,0,0.5376716,0.66600406,0,0.8000415,69,-1.0361588719526500,0.014634279118957700
0,1.3375411,1.2494859,0,1.123907,0.020231571,0,0.34222263,0,0,0.18656665,0,0.43878365,0.3480703,1.0302091,0.70461184,70,0.9456917372882520,0.06618618656771260
0,1.2498981,1.1234379,0,1.0825768,0.01772309,0,0.283253,0,0,0.15050516,0,0.42102325,0.3201403,0.9413264,0.65604955,71,0.7722082544221910,-0.027604099549826200
0,0.71764684,0.36954087,0,1.1091725,0.016438155,0,0.0010928446,0,0,0,0,0.43264276,0.41986573,0.34654483,0.6597867,72,-0.3610204820430540,-0.21021884513055800
0,1.6302545,1.621799,0,1.0703137,0.012329105,0,0.5141968,0,0,0.28563285,0,0.40450022,0.23458873,1.3320236,0.65987146,73,1.5505125295399600,0.09766971351763700
0,0.66134006,0.4599029,0,1.099084,0.031507716,0,0.03372606,0,0,0.010635381,0,0.48730373,0.5310881,0.391447,0.7100145,74,-0.331931531034146,-0.04672591609283330
0,0.3178558,0.03699448,0,1.0861561,0.028664205,0,0,0,0,0,0,0.5202247,0.623123,0.051170863,0.7224637,75,-0.9731220033737700,-0.04008299463954320
0,0.7262506,0.37211978,0,1.1099622,0.01772309,0,0.0010928446,0,0,0,0,0.43227094,0.41873896,0.3476575,0.65844023,76,-0.3540443085691060,-0.21313231327783600
0,0.9848367,0.7832007,0,1.0496615,0.01772309,0,0.08880861,0,0,0.041891128,0,0.4142222,0.34783491,0.67444116,0.6226697,77,0.2390975147590320,-0.17083781494221700
0,0.6037212,0.06934087,0,1.2118951,0.016680554,0,0,0,0,0,0,0.44625998,0.47392946,0.09053587,0.71787256,78,-0.7524307519463220,-0.21344760864510400
0,1.4824679,1.4142821,0,1.0870564,0.0138426535,0,0.38624683,0,0,0.21151245,0,0.40842974,0.2656476,1.1689968,0.6606972,79,1.2249860456617800,0.024236614301435900
0,0.19305806,0,0,1.1093616,0.04726157,0,0,0,0,0,0,0.5769216,0.7575285,0.008438133,0.7811909,80,-1.1157858118224800,0.10784393502040300
0,0.98236907,0.86792314,0,1.1615616,0.03323845,0,0.24420083,0,0,0.13458684,0,0.49646485,0.51134026,0.71825874,0.75555146,81,0.3043270853298790,0.1283047617596520
0,0.6785847,0.27981305,0,1.2042079,0.01772309,0,0,0,0,0,0,0.45684856,0.4788105,0.26265663,0.72545797,82,-0.497761036915725,-0.1526499629681710
0,0.57019645,0.2757589,0,1.0454919,0.025779039,0,0,0,0,0,0,0.45226482,0.47674578,0.26538423,0.6488406,83,-0.5478701215043300,-0.1710226198661970
0,1.595347,1.5378274,0,1.092451,0.011435238,0,0.45171928,0,0,0.25124758,0,0.39447784,0.22397323,1.2760158,0.64933777,84,1.4398442401187400,0.03682572351470440
0,1.58065,1.5118222,0,1.094279,0.011435238,0,0.40616077,0,0,0.22224854,0,0.3951659,0.22711569,1.2559309,0.64940894,85,1.394104770990530,0.009799050305486610
0,0.90508854,0.5285046,0,1.1801226,0.01772309,0,0.020070054,0,0,0.004616351,0,0.42030048,0.38250124,0.49411422,0.6692476,86,-0.07983048301065840,-0.213065230216182
0,0.5238032,0.20484388,0,1.0676283,0.023630785,0,0,0,0,0,0,0.46102968,0.49745873,0.18895496,0.6753376,87,-0.6610511086325230,-0.15713068571515900
0,0.25169653,0.05089676,0,1.2011063,0.045414574,0,0,0,0,0,0,0.594492,0.7893254,0.058698453,0.8225375,88,-1.0392883112796300,0.1612520591541590
0,1.6165763,1.5834183,0,1.0818595,0.011435238,0,0.46294522,0,0,0.25542742,0,0.3980431,0.2278292,1.3033718,0.6546338,89,1.4945215239894100,0.054738776610205
0,1.4770206,1.3600732,0,1.1044085,0.010520419,0,0.40928313,0,0,0.22838563,0,0.40796432,0.26720482,1.1228322,0.67966425,90,1.1695468950977300,0.02873634352772830
0,1.4735028,1.3890293,0,1.0882919,0.014924707,0,0.37056533,0,0,0.19810878,0,0.40887427,0.26991406,1.1570857,0.65852046,91,1.193736165011940,0.011894609197943700
0,1.6195022,1.5908284,0,1.0805548,0.011435238,0,0.48590735,0,0,0.27206242,0,0.3989029,0.22957452,1.3091406,0.6561558,92,1.5089258718213100,0.07108880718835660
0,1.4469221,1.3363274,0,1.1030577,0.0138426535,0,0.31303138,0,0,0.16822536,0,0.4025719,0.26437235,1.118356,0.6525039,93,1.11561439147316,-0.03347759417383260
0,0.43396327,0.20155776,0,1.177118,0.04465888,0,0.0009202957,0,0,0,0,0.54290277,0.6808929,0.18287186,0.7775078,94,-0.7607481773232860,0.05880806349131290
0,0.9395799,0.7847369,0,1.1710935,0.031561255,0,0.16444977,0,0,0.09147811,0,0.4935575,0.51421905,0.6569493,0.7577598,95,0.18003645784811500,0.0736354368961903
0,1.131044,0.9596969,0,1.0882734,0.015883343,0,0.25573254,0,0,0.13685685,0,0.43128836,0.3539871,0.8026296,0.6731193,96,0.5239774099940130,-0.034330329008060700
0,0.49648625,0.11999598,0,1.1556591,0.023151549,0,0,0,0,0,0,0.48213184,0.53832257,0.12956539,0.72483224,97,-0.7714251987365650,-0.11716007270767100
