0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,true_label,pca_x,pca_y
0,0.73155934,0.51836854,0,0,0,0.2576945,0.79470587,0.6793604,0,1.011394,1.9468391,0,0,0,0,0,0.40535524,0,0,0.41598,1.239037,1.5206275,0,1.272193,1.178178,0.5767291,2.8306994,0.081088826,0,0.11459337,0,0.3020221,0,0.20738575,0.84614074,0.39912227,1.7743714,2.0785227,0,0.38830614,0,0,0.12251865,1.0387355,0,0.3733368,0,0,1.3746349,0,0.3408878,0,0,0,2.1783397,1.137339,0,0.20818199,0,0,0,0.64795494,0,1.1309563,1.8304768,0.2167507,0.019385442,1.9446955,1.4302326,0.22656685,2.3621094,0.19930902,0.39689824,0,1.7048713,0,0.06832706,0.27376777,0,0,0.14437826,2.433826,2.571613,0,2.1970944,0.7278656,0.25879145,0,1.9023638,1.1453037,1.1766025,0.54294807,0.37682155,0,1.3762821,1.3328927,1.5188177,0.24603726,0.3090276,1.1224542,0,0.18939115,0,0,0,0.03753861,1.964826,0,0.9929873,1.5638814,0,0,1.2935631,0.8139216,0,1.8867935,0,1.1937993,0,0,0,0.6036999,0.15051,0,0.5255159,0,2.0955825,1.0,4.601059733155370,-0.3892608137991740
0,0,0.52377385,0,1.2066654,0,0.23495226,0,0.68802166,0,0.317537,0.90450346,1.2732104,0,0,0.33489507,0,0.40879008,0,0,0.4283586,0.64866656,0.715672,0,0.392292,0.023785159,0.58628225,0.84213644,0.08230794,0,0.117950276,0.94218314,0.35491076,0,0.19573483,0,0,0.593876,0.99387866,0,0.38971412,0,0,0.09007284,0.50239146,0,0.38062623,1.1651521,0.7217895,0.12194156,0,0.34886432,0,0.0003156676,0,0.64396197,0,0,0.20399103,0.15388198,0.9907752,0,0.65705603,0.8384814,0.028177261,0.5549429,0.22032084,0.021304026,0.5651857,0.7178937,0.113049105,0.6898311,0.20030965,0.40540272,0,0.5197923,0.7459543,0.070058115,0.2773925,0,0,0.14624003,0.8553857,0.8254189,0,0.6057036,0.73557526,0.2625676,0,0.5473009,0.36672723,0.13211247,0,0,0,0.4072531,0.7193762,0.5657766,0,0.31009978,0.0034830198,0,0.19310991,0,0,0,0.06932858,0.583037,0.469158,0,0.43264598,0,0,0.38286844,0,0,0.61436975,0,0,0,0,0,0,0.15392941,0.9456835,0.5344299,0.44644737,0.62923276,0.0,-3.0449114095261200,1.9976651175681400
0,0,0.52377385,0,0.40446734,0,0.23495226,0,0.68802166,0,0.03602159,0.9137523,0.4379999,0,0,0.097167194,0,0.40879008,0,0,0.4283586,0.64866656,0.9893785,0,0.09764971,0,0.58628225,0.22443765,0.08230794,0,0.117950276,0.2834354,0.5832862,0,0.19573483,0,0,0.15245447,0.99387866,0,0.38971412,0,0,0.09007284,0.6754652,0,0.38062623,0.38752753,0.21977608,0,0,0.34886432,0,0,0,0.18082517,0,0,0.22666436,0.0042419992,0.29945672,0,0.65705603,0.25371417,0,0.15031403,0.22032084,0.021304026,0.046202764,0.7178937,0.17510961,0.1500009,0.20030965,0.40540272,0,0.12698637,0.21550928,0.070058115,0.2773925,0,0,0.17114168,0.21386017,0.8254189,0,0.11848901,0.73557526,0.2625676,0,0.11416671,0.0799279,0,0,0,0,0.12683025,0.9393309,0.1645253,0,0.31009978,0,0,0.19310991,0,0,0,0.1371905,0.15107243,0.13865295,0,0.05854219,0,0,0.0079624215,0,0,0.15267758,0,0,0,0,0,0,0.15392941,0.2846613,0.5344299,0.04092177,0.1705998,0.0,-4.473735974334330,-0.2926684721171090
0,0,0.5492138,0,0.46096408,0,0.24661294,0,0.72265744,0,0.05120693,0.93659127,0.49065292,0,0,0.10594639,0,0.42623547,0,0,0.45502874,0.67613465,0.7293425,0,0.10151702,0,0.61601084,0.20297441,0.09342076,0,0.12604961,0.3452974,0.4091201,0,0.21049753,0,0,0.14381774,1.0278882,0,0.4033826,0,0,0.0956545,0.5134834,0,0.40065593,0.44515455,0.2721996,0,0,0.37095118,0,0,0,0.15935455,0,0,0.20733942,0.042938687,0.37370723,0,0.6885633,0.30497128,0,0.14081946,0.23305245,0.025722068,0.034344643,0.7432431,0.10979514,0.1435311,0.21194813,0.42569977,0,0.11939189,0.26320273,0.07603114,0.28867364,0,0,0.15764764,0.19007021,0.8554471,0,0.105449736,0.7673318,0.27578503,0,0.11367965,0.07515977,0,0,0,0,0.13307449,0.6853905,0.14942634,0,0.3232924,0,0,0.20454237,0,0,0,0.08301009,0.14106579,0.16750747,0,0.07070019,0,0,0.01809664,0,0,0.14582382,0,0,0,0,0,0,0.16535993,0.33645463,0.562947,0.11530793,0.15475719,0.0,-4.550046939803870,-0.12266350459639500
0,0,0.5515482,0,0.74087405,0,0.24850394,0,0.72606945,0,0.033976495,0.9350146,0.79023576,0,0,0.18294017,0,0.42663985,0,0,0.45475265,0.67283005,0.84018564,0,0.06916821,0,0.6205962,0.13819635,0.089071676,0,0.12671517,0.5594592,0.49109727,0,0.21146038,0,0,0.117298216,1.0333123,0,0.40702546,0,0,0.09624706,0.5866491,0,0.40366545,0.7155659,0.4388591,0,0,0.3724512,0,0,0,0.10435966,0,0,0.20855111,0.07485373,0.59711695,0,0.69597626,0.5013691,0,0.09979063,0.23377945,0.025260076,0,0.7419042,0.14423126,0.097649336,0.21215829,0.42623606,0,0.08955163,0.43664128,0.07503586,0.28971928,0,0,0.15772179,0.13512066,0.8511205,0,0.06867282,0.77141213,0.27671733,0,0.08512706,0.04857547,0,0,0,0,0.11465199,0.8014847,0.1011857,0,0.3226648,0,0,0.20478596,0,0,0,0.116911575,0.09650628,0.2804216,0,0.03867295,0,0,0,0,0,0.10790171,0,0,0,0,0,0,0.16653699,0.5611802,0.5658097,0.21358687,0.12110119,0.0,-4.738556910630010,0.5760722503448060
0,0.44307792,0.52377385,0,1.108911,0,0.23495226,0.5263189,0.68802166,0,0.7518411,1.4764771,1.1709033,0,0,0.31086028,0,0.40879008,0,0,0.4283586,0.94090706,1.1079297,0,0.9262134,0.7760649,0.58628225,2.0827165,0.08230794,0,0.117950276,0.875649,0.34030768,0,0.19573483,0.5530144,0.23148103,1.3143388,1.541126,0,0.38971412,0,0,0.09618092,0.77273977,0,0.38062623,1.0718609,0.6639835,0.93873066,0,0.34886432,0,0,0,1.5910283,0.7133451,0,0.20399103,0.14164728,0.9011276,0,0.65705603,0.7780677,0.771572,1.352301,0.22032084,0.021304026,1.4075361,1.0812676,0.16479552,1.7569033,0.20030965,0.40540272,0.00068075955,1.2521694,0.689988,0.070058115,0.2773925,0,0,0.14624003,1.8405592,1.940845,0,1.6170301,0.73557526,0.2625676,0,1.3697578,0.83066964,0.7993831,0.31354433,0.22872084,0,0.9962114,1.039243,1.1289436,0.12534958,0.31009978,0.751139,0,0.19310991,0,0,0,0.05059094,1.4498966,0.43464756,0.6048347,1.1275363,0,0,0.9395947,0.5374996,0,1.4091445,0,0.7808083,0,0,0,0.36866033,0.15392941,0.8758352,0.5344299,0.4215567,1.5416627,1.0,1.5312012797129300,2.1860557133705800
0,0,0.52377385,0,0.016076714,0,0.23495226,0,0.68802166,0,0.16210178,0.90450346,0.026978925,0,0,0.01605642,0,0.40879008,0,0,0.4283586,0.64866656,0.8630194,0,0.23740599,0,0.58628225,0.46134412,0.08230794,0,0.117950276,0.009456292,0.481423,0,0.19573483,0,0,0.32790834,0.99387866,0,0.38971412,0,0,0.09007284,0.55819494,0,0.38062623,0.021351099,0.018222585,0,0,0.34886432,0,0,0,0.38959116,0,0,0.20399103,0,0.03241828,0,0.65705603,0,0,0.3110422,0.22032084,0.021304026,0.25892818,0.7178937,0.10744046,0.3377786,0.20030965,0.40540272,0,0.27981314,0.004609883,0.070058115,0.2773925,0,0,0.14624003,0.45433247,0.8254189,0,0.27611524,0.73557526,0.2625676,0,0.29589957,0.2040461,0,0,0,0,0.2608598,0.7466554,0.3417574,0,0.31009978,0,0,0.19310991,0,0,0,0.10332388,0.31008884,0.02543731,0,0.23797669,0,0,0.18697587,0,0,0.3428089,0,0,0,0,0,0,0.15392941,0.00056263804,0.5344299,0.011744544,0.3521617,1.0,-3.762574490571570,-1.1325133062713300
0,0,0.5819678,0,0.57650065,0,0.25766996,0,0.75522834,0,0.20599747,1.0030884,0.61285347,0,0,0.14421324,0,0.4467093,0,0,0.4692174,0.71009713,0.8653438,0,0.3235544,0,0.65680677,0.6469516,0.10730854,0,0.13432622,0.4247218,0.4920207,0,0.22131193,0,0,0.44901595,1.0849051,0,0.44426018,0,0,0.10292999,0.6091954,0,0.42000577,0.5530355,0.337457,0,0,0.3928082,0,0,0,0.51821905,0,0,0.22941136,0.04499329,0.45029265,0,0.7623306,0.38198856,0,0.4107457,0.2444956,0.027282875,0.41028774,0.7640258,0.15872742,0.45325556,0.22571935,0.44230655,0,0.4040729,0.3291409,0.07873594,0.31048274,0,0,0.19557968,0.6301556,0.88678527,0,0.39221185,0.82591534,0.2897923,0,0.3958397,0.27313197,0,0,0,0,0.294154,0.83558613,0.47221464,0,0.3403878,0,0,0.21238565,0,0,0,0.1139711,0.420769,0.20785494,0,0.3014173,0,0,0.2680304,0,0,0.4551935,0,0,0,0,0,0,0.18330115,0.42345506,0.58929235,0.13601312,0.45388007,0.0,-3.4283023302146200,0.27329417464444700
0,0,0.52377385,0,0.016076714,0,0.23495226,0,0.68802166,0,0.24652562,0.90450346,0.026978925,0,0,0.01605642,0,0.40879008,0,0,0.4283586,0.64866656,0.73568785,0,0.35749558,0,0.58628225,0.76192814,0.08230794,0,0.117950276,0.009456292,0.39902443,0,0.19573483,0,0,0.53669786,0.99387866,0,0.38971412,0,0,0.09231136,0.5111305,0,0.38062623,0.021351099,0.018222585,0.109645866,0,0.34886432,0,0,0,0.62004733,0,0,0.20399103,0,0.03241828,0,0.65705603,0,0,0.5143647,0.22032084,0.021304026,0.49778795,0.7178937,0.09945017,0.6224466,0.20030965,0.40540272,0,0.5000053,0.004609883,0.070058115,0.2773925,0,0,0.14624003,0.79050416,0.90131956,0,0.5402682,0.73557526,0.2625676,0,0.4903928,0.31489953,0.059095614,0,0,0,0.34606555,0.682317,0.5225827,0,0.31009978,0,0,0.19310991,0,0,0,0.08227181,0.53585905,0.02543731,0,0.35479942,0,0,0.32623166,0,0,0.570068,0,0,0,0,0,0,0.15392941,0.00056263804,0.5344299,0.011744544,0.57011086,1.0,-2.962109738604260,-1.0458401839525900
0,0.14706706,0.52377385,0,0.8534325,0,0.23495226,0.2439444,0.68802166,0,0.4698515,1.0012666,0.9085713,0,0,0.21532916,0,0.40879008,0,0,0.4283586,0.6502157,0.8144727,0,0.5767335,0.3517149,0.58628225,1.3151371,0.08230794,0,0.117950276,0.64945614,0.4837524,0,0.19573483,0.225631,0.056125954,0.8470911,1.0098299,0,0.38971412,0,0,0.09007284,0.5821423,0,0.38062623,0.82495475,0.51070327,0.48355156,0,0.34886432,0,0,0,0.9983661,0.27246135,0,0.20399103,0.09538751,0.69485605,0,0.65705603,0.5823828,0.39468807,0.85680825,0.22032084,0.021304026,0.8596797,0.7388031,0.13282654,1.1273625,0.20030965,0.40540272,0,0.79985124,0.5092096,0.070058115,0.2773925,0,0,0.14624003,1.2408962,1.3015876,0,1.0163234,0.73557526,0.2625676,0,0.8242182,0.51245546,0.41065317,0.069823466,0.07872348,0,0.6096957,0.7894593,0.7424046,0,0.31009978,0.3609997,0,0.19310991,0,0,0,0.11127506,0.9195494,0.3248141,0.20221011,0.6823948,0,0,0.57532156,0.24781035,0,0.91206175,0,0.33490592,0,0,0,0.12070701,0.15392941,0.65248376,0.5344299,0.2654329,0.9775655,1.0,-1.2612610104369000,1.2397845118673300
