X1,X2
-0.7985781715081679,-0.6209967883637988
0.9344454645471068,-0.5516910930437041
0.397302084259078,0.2732781355634747
0.06803616430349603,0.5378033669434027
-0.24349083898447416,0.6078942594116652
0.40309402409128914,0.19909366268053408
-0.5454184595681348,-0.1578167515721883
-0.23364314831227725,-0.499615221015456
-0.25328497183310983,0.37622142004847436
0.25319529008385433,0.43311420670215944
-0.46519667316666713,-0.22409026362685075
-1.0405584166660082,-0.025630794615923214
0.6870948806393633,0.6293193005933808
-0.09823375201368208,0.5310020978053146
0.5307653967478301,-0.03561409213151194
0.38985270034092395,0.24902019945048787
-0.31128421635859016,0.452595143747958
-0.28516013704191573,-0.9239816511402725
-0.6296732532476319,-0.6983109440758474
-0.31770641374647685,0.42237161587012795
-0.24295579547409604,-0.9827046720576974
-0.48401307198281146,0.16155528455258913
-0.471597334798494,0.28251512309662563
-0.005644520641994326,0.5153121324173003
-0.5208321817970128,0.2721909970179315
0.27160559894437764,-1.0314693045165504
-0.5987602377551611,0.7619223756296652
-0.9758091261716464,-0.03741427151510235
0.4395810617565908,-0.316444471174466
0.06692576684473875,0.49281206756597085
-0.05229411071054159,-0.47442601178166494
-0.12659729119212604,0.3632079568443916
1.0273235777359233,-0.11739183860890927
-0.9719233461209575,-0.24640555270549744
-0.2180844626833269,0.5010330244086358
-0.39971038109266055,0.20805061694941157
-0.5252137575361387,-0.10651061933561516
0.43752724705773205,-1.0135398361236971
0.10453646852561346,-0.9824516043890915
-0.576586214953552,0.04580698115995693
0.29053513157190625,-0.3984078571816719
0.21011036535765942,-0.5548144181171198
0.975384905481434,-0.0859804913597964
-0.3832695019311897,-0.29604134094509005
0.39762082633810286,0.26245741104403614
0.5372819912339559,-0.031564421398975605
0.0710891225725889,1.0777366314168793
-0.38503667073612174,-0.08438307501535254
0.07533469096753508,-0.46654861385388857
0.3157546194223061,-0.3303741437985785
-0.932537232278861,-0.4256171257357127
0.4170161274441056,0.981821005212703
-0.26140140742844314,-0.45587904613508134
-0.8314442876925662,-0.5722498751401061
-0.5951692764824134,-0.8477808041277486
-0.6983882706159877,-0.712345083326242
0.40090367381095515,-0.20045661514293397
0.7605524131248487,0.45383672856125207
0.0463176476160634,0.5104999741868975
0.549611059456432,0.06798730737357152
0.4596389323488893,0.9490615101389539
-0.512720554416153,0.8488664790398668
1.0555384095624774,0.013279158290898818
-0.24141834786415856,-1.0285365597238405
0.6521412066649075,-0.7522219794434211
-0.4129399295599611,0.008829591648746332
0.328945484480638,-0.3973400688901615
0.3563578408217968,0.32774548536033005
0.32275327417524263,-0.40039907481396353
-0.9766370982036672,-0.1381827926087064
0.7072552996788297,0.7468664912960024
0.810241117316118,0.6000068978866527
0.9880885040006258,0.4404896193174155
-0.7164865055804129,0.6499023491228244
-0.38594582894307233,-0.3171138594855039
-0.10281584776818858,0.5759921519247002
0.9981011062600603,0.13809612441146726
0.9429175788394537,-0.2959612689203039
0.14540644627543775,0.4154640710655836
0.14933193167450887,0.5717706568222329
0.68927602227898,-0.7682229475526142
-0.2235236376479784,-0.5183748938727943
-0.2770500000722746,0.9186728044378184
0.5223261631782361,-0.23821207784900994
0.4091782152036489,-0.8870226558485529
0.3669992083923884,-0.3006752147508765
-0.3905327162731499,0.19571862062182827
0.43608150887017566,-0.23667259541189062
0.6597570304274263,0.1798251820631825
0.8365341914656943,0.46449903052170477
-0.4683111271692296,-0.20400639199370868
-1.0909093654226785,-0.23850467585446172
-0.5215898032571031,-0.07102805668490338
0.1844347704593018,0.41249636708683146
-0.29037476434392384,-0.3297785462059878
-0.4727211609999088,0.4406311618373149
0.5180967861775538,0.027143546816752902
0.38529227963836543,0.9698598247414171
-0.9966492949012146,0.13255347763681816
1.0483252697530336,-0.13816359499420808
-0.42013483818553826,0.8908048124556176
-0.5264363347759159,-0.12140426840320345
0.2885738112433168,1.0729580450213274
-0.8811236473180358,-0.4734829300095799
0.37812303549694365,0.28342291706912437
0.23830604538434277,0.5195914012352515
0.15654462542192576,0.9792734733132152
-0.45832461791621604,-0.11168519890685788
-0.08865629234720848,0.5408726599744147
-0.22799236872381307,-0.45903424147809563
-0.07557442116629984,-1.0124922462216235
0.41923349305173047,-0.891259411419949
0.32889620400568814,0.38634708209183055
-0.9016356726573163,-0.42069338219979713
-0.3039346484428921,-0.2986938367700869
0.07706845086409808,-0.9335489756941071
0.4484961906680256,-0.3705399677223966
0.4322386293477547,0.21234606058624686
0.33420438403755076,-0.28442821810737
0.31148271030336167,0.4908346413368072
-0.9702688429225439,-0.20595413064384882
0.4461930727347063,0.2303491588680242
-0.5030085789748896,-0.05129268680974144
0.4287329474560557,0.19949018383542508
-0.39271249685224985,-0.2823148149323345
-0.8010075941562474,-0.5958465974681102
0.2765389691090841,1.0002390352037094
-0.20379654331691796,0.942453110733344
-0.3533196400980946,-0.38360401450266796
-0.2241196208753161,-0.9927555255616757
-0.43309023130776747,-0.843032178922517
0.4570135554151587,0.004847873073726909
0.4489985927693222,-0.27568977107417164
0.4239160458699169,0.12113420980501137
-0.7140892023352255,0.7172208393748266
0.07638624465039376,0.4380495817605033
-0.35227857902532106,-0.34458980440017933
0.22912244605298202,-0.3548624950785229
-0.46146221366698437,0.07454422062730588
0.5226062647737514,-0.16203538178533994
-0.40220849625653476,0.9057649636123403
-0.004068776528688249,0.9583093570442329
0.21107766734173458,0.9542449512300213
0.6065145109493204,0.06060788396681348
-0.8329921196889646,0.6591350794558808
